occ_code,title,JobFamily,major_group_title,observed_exposure,salary_pct,forecast_risk,auto_prob,job_zone_norm,urgency_score,retraining_label
35-2012,"Cooks, Institution and Cafeteria",Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.08333333333333333,0.08779761904761907,0.83,0.4,0.2779494047619048,Low
35-2013,"Cooks, Private Household",Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.29464285714285715,0.4933035714285714,0.3,0.6,0.24332589285714284,Low
35-2014,"Cooks, Restaurant",Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0116,0.07886904761904762,0.01041666666666663,0.96,0.4,0.28924416666666664,Low
35-2015,"Cooks, Short Order",Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.03869047619047619,0.20907738095238093,0.94,0.4,0.33026934523809526,Medium
35-2021,Food Preparation Workers,Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.03273809523809524,0.029761904761904767,0.87,0.2,0.3014404761904762,Low
35-3011,Bartenders,Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.020833333333333332,0.038690476190476164,0.77,0.4,0.25367261904761906,Low
35-3031,Waiters and Waitresses,Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.008928571428571428,0.0029761904761904656,0.94,0.4,0.2787440476190476,Low
35-3041,"Food Servers, Nonrestaurant",Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.028273809523809524,0.11904761904761907,0.86,0.2,0.3217619047619048,Low
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.01488095238095238,0.06101190476190477,0.91,0.2,0.3172529761904762,Low
35-9021,Dishwashers,Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0,0.022321428571428572,0.0625,0.77,0.2,0.289625,Low
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Preparation and Serving Related,Food Preparation and Serving Related Occupations,0.0734,0.010416666666666666,0.04613095238095233,0.97,0.4,0.3248927380952381,Low
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.0436,0.36904761904761907,0.16815476190476186,0.94,0.4,0.3374786904761905,Medium
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.1083,0.5014880952380952,0.1919642857142857,-0.01,0.6,0.14931107142857142,Low
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.0,0.06845238095238096,0.008928571428571397,0.66,0.4,0.22423214285714285,Low
37-2012,Maids and Housekeeping Cleaners,Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.0,0.036458333333333336,0.017857142857142905,0.69,0.4,0.2324642857142857,Low
37-2021,Pest Control Workers,Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.046,0.25595238095238093,0.31324404761904767,0.66,0.4,0.3187110119047619,Low
37-3011,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.0,0.12351190476190477,0.023809523809523836,0.95,0.2,0.315952380952381,Low
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.0,0.24851190476190477,0.5260416666666667,0.97,0.4,0.41551041666666666,Medium
37-3013,Tree Trimmers and Pruners,Building and Grounds Cleaning and Maintenance,Building and Grounds Cleaning and Maintenance Occupations,0.0,0.30952380952380953,0.4129464285714286,0.77,0.4,0.3472366071428572,Medium
39-2011,Animal Trainers,Personal Care and Service,Personal Care and Service Occupations,0.0,0.12946428571428573,0.43229166666666663,0.1,0.4,0.21807291666666664,Low
39-2021,Animal Caretakers,Personal Care and Service,Personal Care and Service Occupations,0.0,0.03422619047619048,0.09672619047619047,0.82,0.4,0.2781815476190476,Low
39-3011,Gambling Dealers,Personal Care and Service,Personal Care and Service Occupations,0.0,0.005952380952380952,0.26934523809523814,0.96,0.4,0.34933630952380956,Medium
39-3012,Gambling and Sports Book Writers and Runners,Personal Care and Service,Personal Care and Service Occupations,0.0,0.05133928571428571,0.7604166666666666,0.91,0.4,0.46210416666666665,Medium
39-3021,Motion Picture Projectionists,Personal Care and Service,Personal Care and Service Occupations,0.0,0.023809523809523808,0.8958333333333334,0.97,0.4,0.5079583333333333,Medium
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Personal Care and Service,Personal Care and Service Occupations,0.0,0.012648809523809524,0.15625,0.96,0.4,0.32106250000000003,Low
39-3091,Amusement and Recreation Attendants,Personal Care and Service,Personal Care and Service Occupations,0.0619,0.012648809523809524,0.06398809523809523,0.72,0.2,0.3047570238095238,Low
39-3092,Costume Attendants,Personal Care and Service,Personal Care and Service Occupations,0.0,0.39732142857142855,0.7864583333333334,0.61,0.4,0.40861458333333334,Medium
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Personal Care and Service,Personal Care and Service Occupations,0.0,0.041666666666666664,0.5520833333333333,0.43,0.4,0.3140208333333333,Low
39-4011,Embalmers,Personal Care and Service,Personal Care and Service Occupations,0.0,0.44047619047619047,0.9159226190476191,0.54,0.6,0.39698065476190475,Medium
39-4021,Funeral Attendants,Personal Care and Service,Personal Care and Service Occupations,0.0,0.07142857142857142,0.48288690476190477,0.37,0.4,0.2847217261904762,Low
39-4031,"Morticians, Undertakers, and Funeral Arrangers",Personal Care and Service,Personal Care and Service Occupations,0.0,0.5610119047619048,0.6063988095238095,0.2,0.6,0.2515997023809524,Low
39-5011,Barbers,Personal Care and Service,Personal Care and Service Occupations,0.0,0.10119047619047619,0.36755952380952384,0.8,0.6,0.31188988095238096,Low
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,Personal Care and Service Occupations,0.0304,0.05952380952380952,0.05282738095238093,0.11,0.6,0.10736684523809523,Low
39-5091,"Makeup Artists, Theatrical and Performance",Personal Care and Service,Personal Care and Service Occupations,0.0,0.7276785714285714,0.9270833333333334,0.01,0.6,0.2937708333333333,Low
39-5092,Manicurists and Pedicurists,Personal Care and Service,Personal Care and Service Occupations,0.0,0.049107142857142856,0.21875,0.95,0.4,0.3346875,Medium
39-5093,Shampooers,Personal Care and Service,Personal Care and Service Occupations,0.0,0.00744047619047619,0.6815476190476191,0.79,0.4,0.41838690476190477,Medium
39-5094,Skincare Specialists,Personal Care and Service,Personal Care and Service Occupations,0.0,0.16964285714285715,0.3816964285714286,0.29,0.6,0.21342410714285714,Low
39-6011,Baggage Porters and Bellhops,Personal Care and Service,Personal Care and Service Occupations,0.073,0.046130952380952384,0.46502976190476186,0.83,0.4,0.4014574404761905,Medium
39-6012,Concierges,Personal Care and Service,Personal Care and Service Occupations,0.1875,0.15178571428571427,0.48809523809523814,0.21,0.6,0.2990238095238096,Low
39-9011,Childcare Workers,Personal Care and Service,Personal Care and Service Occupations,0.0122,0.026785714285714284,0.022321428571428603,0.08,0.4,0.11646035714285716,Low
39-9031,Exercise Trainers and Group Fitness Instructors,Personal Care and Service,Personal Care and Service Occupations,0.0,0.3630952380952381,0.0758928571428571,0.09,0.6,0.09697321428571427,Low
39-9032,Recreation Workers,Personal Care and Service,Personal Care and Service Occupations,0.0,0.06398809523809523,0.07068452380952384,0.006,0.8,0.04887113095238095,Low
39-9041,Residential Advisors,Personal Care and Service,Personal Care and Service Occupations,0.067,0.09821428571428571,0.22172619047619047,0.06,0.6,0.15423154761904762,Low
41-1011,First-Line Supervisors of Retail Sales Workers,Sales and Related,Sales and Related Occupations,0.2627,0.3556547619047619,0.0267857142857143,0.28,0.4,0.2577764285714286,Low
41-1012,First-Line Supervisors of Non-Retail Sales Workers,Sales and Related,Sales and Related Occupations,0.2295,0.8050595238095238,0.15029761904761907,0.08,0.8,0.17537440476190477,Low
41-2011,Cashiers,Sales and Related,Sales and Related Occupations,0.0846,0.019345238095238096,0.0,0.97,0.4,0.31784,Low
41-2012,Gambling Change Persons and Booth Cashiers,Sales and Related,Sales and Related Occupations,0.0,0.06101190476190476,0.5647321428571428,0.83,0.4,0.3971830357142857,Medium
41-2021,Counter and Rental Clerks,Sales and Related,Sales and Related Occupations,0.2048,0.09077380952380952,0.09077380952380953,0.97,0.4,0.38861345238095235,Medium
41-2022,Parts Salespersons,Sales and Related,Sales and Related Occupations,0.0,0.15476190476190477,0.16666666666666663,0.98,0.4,0.32766666666666666,Low
41-2031,Retail Salespersons,Sales and Related,Sales and Related Occupations,0.3222,0.04389880952380952,0.0014880952380952328,0.92,0.4,0.40325202380952385,Medium
41-3011,Advertising Sales Agents,Sales and Related,Sales and Related Occupations,0.1482,0.5476190476190477,0.2254464285714286,0.54,0.8,0.25364160714285716,Low
41-3021,Insurance Sales Agents,Sales and Related,Sales and Related Occupations,0.3188,0.5386904761904762,0.09970238095238093,0.92,0.8,0.3664455952380952,Medium
41-3031,"Securities, Commodities, and Financial Services Sales Agents",Sales and Related,Sales and Related Occupations,0.4413,0.7247023809523809,0.12351190476190477,-0.01,0.6,0.2653979761904762,Low
41-3041,Travel Agents,Sales and Related,Sales and Related Occupations,0.4054,0.32589285714285715,0.3794642857142857,0.1,0.6,0.33702607142857144,Medium
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales and Related,Sales and Related Occupations,0.2706,0.8422619047619048,0.15327380952380953,-0.01,0.6,0.20455845238095238,Low
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales and Related,Sales and Related Occupations,0.6279,0.6532738095238095,0.0357142857142857,0.85,0.8,0.46008857142857146,Medium
41-9011,Demonstrators and Product Promoters,Sales and Related,Sales and Related Occupations,0.0788,0.12053571428571429,0.2611607142857143,0.51,0.4,0.28881017857142854,Low
41-9012,Models,Sales and Related,Sales and Related Occupations,0.0,0.036458333333333336,0.9270833333333334,0.98,0.2,0.5477708333333333,Medium
41-9021,Real Estate Brokers,Sales and Related,Sales and Related Occupations,0.2609,0.6443452380952381,0.36755952380952384,0.97,0.8,0.42024988095238097,Medium
41-9022,Real Estate Sales Agents,Sales and Related,Sales and Related Occupations,0.2828,0.5089285714285714,0.14136904761904767,0.86,0.6,0.3804622619047619,Medium
41-9031,Sales Engineers,Sales and Related,Sales and Related Occupations,0.3224,0.9330357142857143,0.42113095238095233,0.004,0.8,0.2650427380952381,Low
41-9041,Telemarketers,Sales and Related,Sales and Related Occupations,0.2852,0.06547619047619048,0.21130952380952384,0.99,0.4,0.4549073809523809,Medium
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sales and Related,Sales and Related Occupations,0.1758,0.07291666666666667,0.42336309523809523,-0.01,0.2,0.2941607738095238,Low
43-1011,First-Line Supervisors of Office and Administrative Support Workers,Office and Administrative Support,Office and Administrative Support Occupations,0.1856,0.6116071428571429,0.028273809523809534,0.013999999999999999,0.6,0.14410845238095238,Low
43-2011,"Switchboard Operators, Including Answering Service",Office and Administrative Support,Office and Administrative Support Occupations,0.3863,0.1324404761904762,0.4732142857142857,0.96,0.4,0.5548235714285714,Medium
43-2021,Telephone Operators,Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.28422619047619047,0.9389880952380952,0.97,0.4,0.5187470238095238,Medium
43-3011,Bill and Account Collectors,Office and Administrative Support,Office and Administrative Support Occupations,0.2989,0.26339285714285715,0.18005952380952384,0.95,0.4,0.44457488095238096,Medium
43-3021,Billing and Posting Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.1924,0.29910714285714285,0.0892857142857143,0.96,0.6,0.3512814285714286,Medium
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Office and Administrative Support,Office and Administrative Support Occupations,0.3104,0.375,0.019345238095238138,0.98,0.6,0.38499630952380953,Medium
43-3041,Gambling Cage Workers,Office and Administrative Support,Office and Administrative Support Occupations,0.0653,0.09375,0.7038690476190477,0.39,0.4,0.37008726190476193,Medium
43-3051,Payroll and Timekeeping Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.0487,0.45089285714285715,0.2611607142857143,0.97,0.4,0.3687701785714286,Medium
43-3061,Procurement Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.2436,0.41220238095238093,0.45833333333333337,0.98,0.6,0.46802333333333335,Medium
43-3071,Tellers,Office and Administrative Support,Office and Administrative Support Occupations,0.0231,0.13467261904761904,0.11235119047619047,0.98,0.4,0.3233277976190476,Low
43-4011,Brokerage Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.1744,0.5461309523809523,0.4754464285714286,0.98,0.6,0.44462160714285714,Medium
43-4021,Correspondence Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.2786,0.28869047619047616,0.9159226190476191,0.86,0.4,0.6024206547619048,High
43-4031,"Court, Municipal, and License Clerks",Office and Administrative Support,Office and Administrative Support Occupations,0.102,0.3169642857142857,0.27604166666666663,-0.01,0.6,0.16781041666666666,Low
43-4041,"Credit Authorizers, Checkers, and Clerks",Office and Administrative Support,Office and Administrative Support Occupations,0.1296,0.33035714285714285,0.6495535714285714,-0.01,0.6,0.27222839285714284,Low
43-4051,Customer Service Representatives,Office and Administrative Support,Office and Administrative Support Occupations,0.7011,0.21205357142857142,0.005952380952380931,0.55,0.4,0.4819280952380952,Medium
43-4061,"Eligibility Interviewers, Government Programs",Office and Administrative Support,Office and Administrative Support Occupations,0.0597,0.45982142857142855,0.28050595238095233,0.7,0.6,0.29400648809523805,Low
43-4071,File Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.1568,0.17708333333333334,0.32068452380952384,0.97,0.4,0.42689113095238096,Medium
43-4081,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,Office and Administrative Support Occupations,0.1725,0.03125,0.12797619047619047,0.94,0.4,0.37899404761904765,Medium
43-4111,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,Office and Administrative Support Occupations,0.3851,0.22023809523809523,0.1830357142857143,0.94,0.4,0.4777989285714286,Medium
43-4121,"Library Assistants, Clerical",Office and Administrative Support,Office and Administrative Support Occupations,0.0978,0.07589285714285714,0.30431547619047616,0.95,0.4,0.39519886904761903,Medium
43-4131,Loan Interviewers and Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.2022,0.36607142857142855,0.18601190476190477,0.92,0.6,0.3713829761904762,Medium
43-4141,New Accounts Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.2611607142857143,0.5572916666666667,0.99,0.4,0.42732291666666666,Medium
43-4151,Order Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.0748,0.20833333333333334,0.2276785714285714,0.98,0.4,0.3728396428571429,Medium
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,Office and Administrative Support Occupations,0.4046,0.37797619047619047,0.3013392857142857,0.9,0.6,0.4771748214285714,Medium
43-4171,Receptionists and Information Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.4338,0.125,0.03125,0.96,0.4,0.46333250000000004,Medium
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.2467,0.28273809523809523,0.2611607142857143,0.61,0.4,0.37597017857142856,Medium
43-5011,Cargo and Freight Agents,Office and Administrative Support,Office and Administrative Support Occupations,0.0165,0.4255952380952381,0.36755952380952384,-0.01,0.4,0.18648988095238095,Low
43-5021,Couriers and Messengers,Office and Administrative Support,Office and Administrative Support Occupations,0.0412,0.1130952380952381,0.36755952380952384,0.94,0.4,0.3863698809523809,Medium
43-5031,Public Safety Telecommunicators,Office and Administrative Support,Office and Administrative Support Occupations,0.0465,0.38839285714285715,0.36755952380952384,0.49,0.4,0.29848988095238094,Low
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Office and Administrative Support,Office and Administrative Support Occupations,0.2258,0.35119047619047616,0.2232142857142857,0.96,0.4,0.4281235714285714,Medium
43-5041,"Meter Readers, Utilities",Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.37648809523809523,0.6495535714285714,0.85,0.4,0.4223883928571428,Medium
43-5051,Postal Service Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.6071428571428571,0.5974702380952381,0.95,0.4,0.42936755952380956,Medium
43-5052,Postal Service Mail Carriers,Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.6056547619047619,0.26934523809523814,0.68,0.4,0.2933363095238095,Low
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.6577380952380952,0.5282738095238095,-0.01,0.4,0.22006845238095238,Low
43-5061,"Production, Planning, and Expediting Clerks",Office and Administrative Support,Office and Administrative Support Occupations,0.0934,0.48660714285714285,0.13690476190476186,0.88,0.6,0.3075861904761905,Low
43-5071,"Shipping, Receiving, and Inventory Clerks",Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.20238095238095238,0.08333333333333337,0.98,0.4,0.30683333333333335,Low
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.18452380952380953,0.4129464285714286,0.95,0.4,0.3832366071428571,Medium
43-6011,Executive Secretaries and Executive Administrative Assistants,Office and Administrative Support,Office and Administrative Support Occupations,0.2336,0.6607142857142857,0.10416666666666663,0.86,0.6,0.3514816666666667,Medium
43-6012,Legal Secretaries and Administrative Assistants,Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.46726190476190477,0.28645833333333337,0.98,0.6,0.3276145833333333,Low
43-6013,Medical Secretaries and Administrative Assistants,Office and Administrative Support,Office and Administrative Support Occupations,0.3623,0.25892857142857145,0.06547619047619047,0.81,0.6,0.38328904761904764,Medium
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support,Office and Administrative Support Occupations,0.4528,0.27529761904761907,0.013392857142857095,0.96,0.4,0.4664682142857143,Medium
43-9021,Data Entry Keyers,Office and Administrative Support,Office and Administrative Support Occupations,0.6707,0.18303571428571427,0.27827380952380953,0.99,0.4,0.6258484523809523,High
43-9022,Word Processors and Typists,Office and Administrative Support,Office and Administrative Support Occupations,0.2385,0.3601190476190476,0.5751488095238095,0.81,0.4,0.49118720238095237,Medium
43-9031,Desktop Publishers,Office and Administrative Support,Office and Administrative Support Occupations,0.464,0.41964285714285715,0.8348214285714286,0.16,0.6,0.4863053571428572,Medium
43-9041,Insurance Claims and Policy Processing Clerks,Office and Administrative Support,Office and Administrative Support Occupations,0.1467,0.35714285714285715,0.15922619047619047,-0.01,0.6,0.15648654761904762,Low
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",Office and Administrative Support,Office and Administrative Support Occupations,0.0,0.15476190476190477,0.38988095238095233,0.94,0.4,0.37547023809523805,Medium
43-9061,"Office Clerks, General",Office and Administrative Support,Office and Administrative Support Occupations,0.4504,0.19345238095238096,0.007440476190476164,0.96,0.4,0.4640201190476191,Medium
43-9071,"Office Machine Operators, Except Computer",Office and Administrative Support,Office and Administrative Support Occupations,0.0239,0.1949404761904762,0.5126488095238095,0.92,0.4,0.41172220238095236,Medium
43-9081,Proofreaders and Copy Markers,Office and Administrative Support,Office and Administrative Support Occupations,0.1781,0.33630952380952384,0.7269345238095238,0.84,0.8,0.4509736309523809,Medium
43-9111,Statistical Assistants,Office and Administrative Support,Office and Administrative Support Occupations,0.5099,0.5044642857142857,0.7604166666666666,0.66,0.8,0.5560641666666667,Medium
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.47619047619047616,0.4017857142857143,-0.01,0.8,0.12844642857142857,Low
45-2011,Agricultural Inspectors,"Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.43898809523809523,0.6614583333333333,0.94,0.4,0.4433645833333333,Medium
45-2021,Animal Breeders,"Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.27976190476190477,0.8013392857142857,0.95,0.4,0.4803348214285714,Medium
45-2041,"Graders and Sorters, Agricultural Products","Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.05133928571428571,0.48809523809523814,0.41,0.2,0.32402380952380955,Low
45-2091,Agricultural Equipment Operators,"Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.16815476190476192,0.3169642857142857,-0.01,0.2,0.19724107142857142,Low
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0203,0.047619047619047616,0.059523809523809534,-0.01,0.6,0.08100095238095238,Low
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.08035714285714286,0.13244047619047616,-0.01,0.4,0.12111011904761904,Low
45-4011,Forest and Conservation Workers,"Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.09226190476190477,0.6934523809523809,0.87,0.6,0.4073630952380953,Medium
45-4021,Fallers,"Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.4375,0.8958333333333334,0.76,0.2,0.4959583333333334,Medium
45-4022,Logging Equipment Operators,"Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.38244047619047616,0.5260416666666667,0.79,0.2,0.4095104166666667,Medium
45-4023,Log Graders and Scalers,"Farming, Fishing, and Forestry","Farming, Fishing, and Forestry Occupations",0.0,0.3117559523809524,0.9159226190476191,0.97,0.4,0.5129806547619048,Medium
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,Construction and Extraction Occupations,0.0296,0.7366071428571429,0.06845238095238093,-0.01,0.6,0.08695309523809523,Low
47-2011,Boilermakers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.6964285714285714,0.7864583333333334,0.68,0.6,0.3926145833333334,Medium
47-2021,Brickmasons and Blockmasons,Construction and Extraction,Construction and Extraction Occupations,0.0,0.5431547619047619,0.37202380952380953,0.82,0.4,0.34700595238095233,Medium
47-2022,Stonemasons,Construction and Extraction,Construction and Extraction Occupations,0.0,0.39955357142857145,0.7477678571428572,0.89,0.6,0.42494196428571435,Medium
47-2031,Carpenters,Construction and Extraction,Construction and Extraction Occupations,0.0,0.47023809523809523,0.04315476190476186,-0.01,0.4,0.09878869047619046,Low
47-2041,Carpet Installers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.34672619047619047,0.6130952380952381,0.87,0.4,0.41727380952380955,Medium
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction and Extraction,Construction and Extraction Occupations,0.0,0.4166666666666667,0.6815476190476191,0.79,0.4,0.41838690476190477,Medium
47-2043,Floor Sanders and Finishers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.29017857142857145,0.9159226190476191,0.87,0.4,0.4929806547619048,Medium
47-2044,Tile and Stone Setters,Construction and Extraction,Construction and Extraction Occupations,0.0,0.40773809523809523,0.4553571428571429,0.75,0.4,0.3538392857142857,Medium
47-2051,Cement Masons and Concrete Finishers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.4226190476190476,0.19791666666666663,0.94,0.2,0.3574791666666667,Medium
47-2053,Terrazzo Workers and Finishers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.4107142857142857,0.9553571428571429,0.88,0.4,0.5048392857142857,Medium
47-2061,Construction Laborers,Construction and Extraction,Construction and Extraction Occupations,0.0281,0.2611607142857143,0.02083333333333337,0.88,0.4,0.28244833333333336,Low
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Construction and Extraction,Construction and Extraction Occupations,0.0,0.36160714285714285,0.45833333333333337,0.83,0.4,0.3705833333333334,Medium
47-2072,Pile Driver Operators,Construction and Extraction,Construction and Extraction Occupations,0.0,0.65625,0.9389880952380952,0.82,0.4,0.48874702380952384,Medium
47-2073,Operating Engineers and Other Construction Equipment Operators,Construction and Extraction,Construction and Extraction Occupations,0.0,0.49255952380952384,0.1026785714285714,0.95,0.4,0.3056696428571428,Low
47-2081,Drywall and Ceiling Tile Installers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.43452380952380953,0.31324404761904767,0.79,0.4,0.32631101190476197,Low
47-2082,Tapers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.6026785714285714,0.7135416666666667,0.62,0.4,0.3923854166666667,Medium
47-2111,Electricians,Construction and Extraction,Construction and Extraction Occupations,0.0,0.6041666666666666,0.05282738095238093,0.15,0.6,0.10320684523809523,Low
47-2121,Glaziers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.42857142857142855,0.45238095238095233,0.73,0.4,0.349095238095238,Medium
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",Construction and Extraction,Construction and Extraction Occupations,0.0,0.31919642857142855,0.5818452380952381,0.83,0.4,0.40146130952380954,Medium
47-2132,"Insulation Workers, Mechanical",Construction and Extraction,Construction and Extraction Occupations,0.0439,0.4895833333333333,0.6205357142857143,0.64,0.4,0.3906939285714286,Medium
47-2141,"Painters, Construction and Maintenance",Construction and Extraction,Construction and Extraction Occupations,0.0,0.3333333333333333,0.13095238095238093,0.75,0.4,0.2727380952380952,Low
47-2142,Paperhangers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.30357142857142855,0.9389880952380952,0.87,0.4,0.49874702380952385,Medium
47-2151,Pipelayers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.32142857142857145,0.5007440476190477,0.62,0.4,0.33918601190476194,Medium
47-2152,"Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,Construction and Extraction Occupations,0.0116,0.5818452380952381,0.07886904761904767,-0.01,0.6,0.08235726190476192,Low
47-2161,Plasterers and Stucco Masons,Construction and Extraction,Construction and Extraction Occupations,0.0,0.4270833333333333,0.6614583333333333,0.84,0.2,0.4533645833333333,Medium
47-2171,Reinforcing Iron and Rebar Workers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.5029761904761905,0.6815476190476191,0.9,0.4,0.4403869047619048,Medium
47-2181,Roofers,Construction and Extraction,Construction and Extraction Occupations,0.0157,0.3705357142857143,0.2254464285714286,0.9,0.4,0.3326416071428572,Medium
47-2211,Sheet Metal Workers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.5066964285714286,0.2433035714285714,0.82,0.4,0.31482589285714285,Low
47-2221,Structural Iron and Steel Workers,Construction and Extraction,Construction and Extraction Occupations,0.0491,0.5833333333333334,0.3504464285714286,0.83,0.4,0.3632516071428572,Medium
47-2231,Solar Photovoltaic Installers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.41369047619047616,0.7135416666666667,-0.01,0.4,0.2663854166666667,Low
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction and Extraction,Construction and Extraction Occupations,0.0,0.20684523809523808,0.5974702380952381,-0.01,0.4,0.23736755952380953,Low
47-3012,Helpers--Carpenters,Construction and Extraction,Construction and Extraction Occupations,0.0,0.16220238095238096,0.5126488095238095,0.92,0.4,0.40216220238095235,Medium
47-3013,Helpers--Electricians,Construction and Extraction,Construction and Extraction Occupations,0.0,0.17261904761904762,0.33854166666666663,0.74,0.4,0.3226354166666666,Low
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Construction and Extraction,Construction and Extraction Occupations,0.0,0.14583333333333334,0.7864583333333334,0.94,0.2,0.5046145833333333,Medium
